h06v12 -156.6489 -127.0074 -40 -30
h07v12 -143.5948 -115.4604 -40 -30
h08v12 -130.5407 -103.9134 -40 -30
h09v12 -117.4867 -92.3664 -40 -30
h10v12 -104.4326 -80.8194 -40 -30
h11v12 -91.3785 -69.2724 -40 -30
h12v12 -78.3244 -57.7254 -40 -30
h13v12 -65.2704 -46.1784 -40 -30
h14v12 -52.2163 -34.6314 -40 -30
h15v12 -39.1622 -23.0844 -40 -30
h16v12 -26.1081 -11.5374 -40 -30
h17v12 -13.0541 0.0109 -40 -30
h18v12 0 13.065 -40 -30
h19v12 11.547 26.119 -40 -30
h20v12 23.094 39.1731 -40 -30
h21v12 34.641 52.2272 -40 -30
h22v12 46.188 65.2812 -40 -30
h23v12 57.735 78.3353 -40 -30
h24v12 69.282 91.3894 -40 -30
h25v12 80.829 104.4435 -40 -30
h26v12 92.376 117.4975 -40 -30
h27v12 103.923 130.5516 -40 -30
h28v12 115.4701 143.6057 -40 -30
h29v12 127.0171 156.6598 -40 -30
h30v12 138.5641 169.7138 -40 -30
h31v12 150.1111 180 -40 -30
h32v12 161.6581 180 -38.9417 -30
h33v12 173.2051 180 -33.5583 -30
h34v12 -999 -999 -99 -99
h35v12 -999 -999 -99 -99
h00v13 -999 -999 -99 -99
h01v13 -999 -999 -99 -99
h02v13 -999 -999 -99 -99
h03v13 -999 -999 -99 -99
h04v13 -180 -169.6921 -43.7667 -40
h05v13 -180 -156.638 -48.1917 -40
h06v13 -180 -143.5839 -50 -40
h07v13 -171.1296 -130.5299 -50 -40
h08v13 -155.5724 -117.4758 -50 -40
h09v13 -140.0151 -104.4217 -50 -40
h10v13 -124.4579 -91.3676 -50 -40
h11v13 -108.9007 -78.3136 -50 -40
h12v13 -93.3434 -65.2595 -50 -40
h13v13 -77.7862 -52.2054 -50 -40
h14v13 -62.229 -39.1513 -50 -40
h15v13 -46.6717 -26.0973 -50 -40
h16v13 -31.1145 -13.0432 -50 -40
h17v13 -15.5572 0.013 -50 -40
h18v13 0 15.5702 -50 -40
h19v13 13.0541 31.1274 -50 -40
h20v13 26.1081 46.6847 -50 -40
h21v13 39.1622 62.2419 -50 -40
h22v13 52.2163 77.7992 -50 -40
h23v13 65.2704 93.3564 -50 -40
h24v13 78.3244 108.9136 -50 -40
h25v13 91.3785 124.4709 -50 -40
h26v13 104.4326 140.0281 -50 -40
h27v13 117.4867 155.5853 -50 -40
h28v13 130.5407 171.1426 -50 -40
h29v13 143.5948 180 -50 -40
h30v13 156.6489 180 -48.1917 -40
h31v13 169.7029 180 -43.7583 -40
h06v14 -180 -171.1167 -52.3333 -50
h07v14 -180 -155.5594 -56.2583 -50
h08v14 -180 -140.0022 -60 -50
h09v14 -180 -124.4449 -60 -50
h10v14 -160 -108.8877 -60 -50
h11v14 -140 -93.3305 -60 -50
h12v14 -120 -77.7732 -60 -50
h13v14 -100 -62.216 -60 -50
h14v14 -80 -46.6588 -60 -50
h15v14 -60 -31.1015 -60 -50
h16v14 -40 -15.5443 -60 -50
h17v14 -20 0.0167 -60 -50
h18v14 0 20.0167 -60 -50
h19v14 15.5572 40.0167 -60 -50
h20v14 31.1145 60.0167 -60 -50
h21v14 46.6717 80.0167 -60 -50
h22v14 62.229 100.0167 -60 -50
h23v14 77.7862 120.0167 -60 -50
h24v14 93.3434 140.0167 -60 -50
h25v14 108.9007 160.0167 -60 -50
h26v14 124.4579 180 -60 -50
h27v14 140.0151 180 -60 -50
h28v14 155.5724 180 -56.25 -50
h29v14 171.1296 180 -52.3333 -50
h09v15 -180 -159.9833 -63.6167 -60
h10v15 -180 -139.9833 -67.1167 -60
h11v15 -180 -119.9833 -70 -60
h12v15 -175.4283 -99.9833 -70 -60
h13v15 -146.1902 -79.9833 -70 -60
h14v15 -116.9522 -59.9833 -70 -60
h15v15 -87.7141 -39.9833 -70 -60
h16v15 -58.4761 -19.9833 -70 -60
h17v15 -29.238 0.0244 -70 -60
h18v15 0 29.2624 -70 -60
h19v15 20 58.5005 -70 -60
h20v15 40 87.7385 -70 -60
h21v15 60 116.9765 -70 -60
h22v15 80 146.2146 -70 -60
h23v15 100 175.4526 -70 -60
h24v15 120 180 -70 -60
h25v15 140 180 -67.1167 -60
h26v15 160 180 -63.6167 -60
h11v16 -180 -175.4039 -70.5333 -70
h12v16 -180 -146.1659 -73.875 -70
h13v16 -180 -116.9278 -77.1667 -70
h14v16 -180 -87.6898 -80 -70
h15v16 -172.7631 -58.4517 -80 -70
h16v16 -115.1754 -29.2137 -80 -70
h17v16 -57.5877 0.048 -80 -70
h18v16 0 57.6357 -80 -70
h19v16 29.238 115.2234 -80 -70
h20v16 58.4761 172.8111 -80 -70
h21v16 87.7141 180 -80 -70
h22v16 116.9522 180 -77.1583 -70
h23v16 146.1902 180 -73.875 -70
h24v16 175.4283 180 -70.5333 -70
h14v17 -180 -172.7151 -80.4083 -80
h15v17 -180 -115.1274 -83.625 -80
h16v17 -180 -57.5397 -86.8167 -80
h17v17 -180 57.2957 -90 -80
h18v17 -0.004 180 -90 -80
h19v17 57.5877 180 -86.8167 -80
h20v17 115.1754 180 -83.625 -80
h21v17 172.7631 180 -80.4083 -80
